code, name
8605,SBE 2020
9109,AGRICULTURAL BIOTECHNOLOGY
5224,U.S. CIVILIAN RES & DEVEL FDN
2833,SPECIAL PROCECTS
T893,
3021,
2984,
123E,CENTERS: ADVANCED MATERIALS
7939,WIRELESS COMM & SIGNAL PROCESS
T787,
3311,
X988,
T781,
8040,Energy and Environment
8041,Fabrications and Processing Technology
8042,Health and Safety
1237,WATER AND WATERSHEDS
8044,BIO Innovation Activities
8045,I-Corps - Nodes
1232,HADRONS AND LIGHT NUCLEI
1233,NUCLEAR STRUCTURE & REACTIONS
8048,Division Co-Funding: CAREER
101E,Printed and flexible electronics
1238,TECH FOR SUSTAINABLE ENVIRONMENT
1239,VALUATION
1091,COLLAB RSCH AT UNDERGRAD INSTI
8519,
8286,REG ADRIATIC COOPRSRCH CSTLOCN
8283,Exploiting Parallel&Scalabilty
8280,INTEGRATED OCEAN DRILLING PROG
8281,Jobs Council
5548,PRIVATE SECTOR TECHNOLOGY
8288,BMGF
4116,
8677,DiD Challenge
H110,
6500,STRUCTURE OF INFORMATION
X535,
Z533,
112E,CENTERS: ENGINEERED SYSTEMS
047P,VISUAL INFORMATION SUPPORT
W143,
047E,REACTION ENGINEERING
047F,NSO
X508,
8464,
I442,
5708,
7553,PHYSICS AT THE INFO FRONTIER
7552,COFFES
7557,UICRP
7556,CONFERENCE AND WORKSHOPS
7555,STC CLASS OF 2005
7554,RES. EXP. FOR GRADS (CULT ANT)
050P,SECTION 508 CONTRACTOR
050E,CHEMICAL PROCESS DESIGN
6891,CLIMATE CHANGE EDUCATION
4170,
6890,RECOVERY ACT ACTION
I232,
6751,
087E,SENSING & CONTROL
7177,MODEL INSTITUTIONS FOR EXCELLENCE
7176,NSF GRAD TEACH FELLOW K-12
S077,
Y177,
7154,GRADUATE FELLOWSHIPS-FY84
3066,
7395,NAMIBIA
Y395,
7173,GRADUATE TRAINEESHIPS PROGRAM
9271,CAREER ACCESS OPPORTUNITIES
009E,Metabolic engineering
3064,
7397,MATHEMATICAL SOC & BEHAV SCI
3316,
Y398,
2947,
7153,GRAD RES FELLOWSHIPS-FY83
H228,
7391,GHANA
4612,
2461,
0653,
7675,NON-LIMITATION RECOVERIES
0655,
0654,
0658,
7392,MOZAMBIQUE
2223,
7178,MATH, ENG & TECH EDUCATION
5924,TAIWAN
5146,ANTARCTIC LOGISTICS SUPPORT
5926,LATIN AMERICA, SDC
5927,EAST ASIA, OTHER
5920,ITALY
5921,JAPAN
5922,MEXICO
5923,PEOPLES REPUBLIC OF CHINA
5928,AFRICA AND ASIA,OTHER
5929,SCIENCE IN DEVELOPING COUNTRIE
065P,GUIRR/FDP SUPPORT
089E,PLANNING, OUTREACH & EDUCATION
7421,SCI FAC PROF DEV-INDUS RE
Z652,
7399,CISE MINOR INST INFRA (MII) PR
7420,ALT IN HI ED COL TEACHPRO
1052,RAPID PROTOTYPING
LX25,
065E,Radiation heat transfer
4500,NAT ASTRONOMY & IONESPHERE CEN
7821,
7820,
7542,SAUDI ARABIA
5351,APPROPRIATE TECHNOLOGY
2083,
5350,EXPER PROGRAM TO STIM COMP RES
2086,
Y007,
7150,GRADUATE FELLOWSHIPS-FY80
3056,
025E,INFRASTRUCTURE MATERIALS
2530,
0091,
2712,
2713,
3341,
3346,
3093,
7221,COLLEGE TEACHER PROGRAMS
7956,SBE Interdisciplinary Research
7223,BIOGEOSCIENCES
7222,OFFICE OF SPECIAL PROGRAMS-DMR
9168,EPSCOR OUTREACH
9169,BIODIVERSITY AND ECOSYSTEM DYNAMICS
7951,ENG INTERDISC RES (IDR)
7950,DISSEMINATION/IMPLEMENTAT
9164,SINGLE DIVISION/UNIVERSITY - GOVT LAB
9165,MULTI DIVISION/UNIVERSITY-INDUSTRY
9166,MULTI DIVISION/UNIVERSITY-GOVT LAB
9167,CEMENT STC
9160,PRT
9161,SINGLE DIVISION/UNIVERSITY
7959,MACROSYSTEM BIOLOGY
9163,SINGLE DIVISION/UNIVERSITY - INDUSTRY
1696,MPS INTERNSHIPS IN PUBLIC SCIENCE EDUCAT
9174,GEMINI (TELESCOPES)
3799,
1834,
3791,
2406,
4980,
4983,
4985,
2158,
2409,
5380,INT INDUS/UNIV/GOV COOP RESRCH
5381,POLAR OBSERVING SYSTEMS
5382,PHYS, CHEM, GEOL &/OR PALEO
5383,HUMAN &/OR BIOLOGICAL
5385,HUMANS IN THE POLAR REGIONS
5386,ENVGENOMICS OF POLAR ORGANISMS
5389,SHARED CYBERINFRASTRUCTURE
3055,
1954,QUANTUM CALCULATIONS
1956,STATISTICAL AND SIMULATIONS
1950,METHODOLOGY
1952,THEORETICAL AND COMPUTATIONAL
1958,EXPERIMENTAL & PHYSICAL CHEMST
T311,
5710,DEEP SEA DRILLING ACTIVITY
7319,HSD - DYNAMICS OF HUMAN BEHAVI
7318,HSD - AGENTS OF CHANGE
8877,KDI-COMPETITION
7314,ITR FOR NATIONAL PRIORITIES
7317,INTERDISC TRNG IN BIO & MATH
7316,EAPSI
7311,CAR SEC RES PERS WKSH LPY
7310,BE: CARBON & WATER IN ES
7313,REGIONAL INST FOR GLOBAL CHANG
7312,CAREERS-SEC SUPER (LSI)
4392,
7615,STUDENT-ORIGINATED PROG
V528,
J292,
J290,
1821,
100E,Novel devices & vacuum electronics
1483,EARTHQUAKE ENGINEER RESRCH CTR
1480,ENGINEERING RESEARCH CENTERS
1486,INTERFAC TRANS & SEPAR-GENERAL
1484,CHEMICAL REACTION PROC-GENERAL
V251,
3302,
H378,
100P,IAE - LOANS AND GRANTS
1713,WORKFORCE
1712,DMR SHORT TERM SUPPORT
1711,MATERIALS EDUCATION AND RESEARCH
5251,American WkforceResrch&Edu Program-AWARE
1717,BIOLOGICAL COMPUTATION
1715,METALS, CERAMICS, & ELEC MATRS
1714,SPECIAL PROJECTS - CISE
9137,MINOR RES INITIAT (MRI)-EXT AD
1719,COMPUTATIONAL BIOLOGY
113P,QEM WORKSHOP FOR MRI
016f,
4060,CENTERS PROGRAM
6398,
113E,ENG CURRICULUMN DEVELOPMENT
100p,
4062,CENTERS-PHASE 2
1139,RSCH EXPER FOR UNDERGRAD SITES
1138,SPEC PROJ-PERSONS WITH DISABIL INITIATIV
2417,
1133,WIDER
1132,CELLULAR ORGANIZATION
1131,ARABIDOPSIS
1130,BEHAV & NEURAL SCIENCES
1137,SPECIAL PROJECTS-WOMEN & GIRLS INITIATIV
1136,SIGNAL TRANSDCTN/CELL REGULATN
1135,UNGRAD MENTORING IN ENVIR BIOL
1134,FUNCTINL ORGANIZATN & DYNAMICS
H218,
L121,
5945,VENEZUELA
7788,CreativeIT
7789,UARS SPECIAL PROGRAMS
7786,MCDA
7787,EESE
7784,CEIN-CTR ENVIR IMPL OF NANO
7785,ITR - DATANET
7782,CLUSTER EXPLORATORY (CLuE)
7783,UNGRAD RES MENTORING IN BIO
7781,PETASCALE - TRACK 1
3019,
7148,GRAD FELLOWSHIPS-FY78
7149,GRADUATE FELLOWSHIPS-FY79
148E,Combustion
7144,GRADUATE FELLOWSHIPS-FY74
7145,GRAD FELLOWSHIPS- FY 75
7146,GRAD FELLOWSHIPS-F.Y. 76
7147,GRADUATE FELLOWSHIPS-FY77
4066,PART FOR ADVANCED COMP INFRA
5537,IMPROVING USE OF RESOURCE
1000,DIRECTORATE'S RESERVE
1227,BIO MINORITY STARTER GRANT
8500,Ideas Lab projects
7921,APPLICATIONS
8050,Science of Broadening Participation
1223,LHC OPERATIONS
1222,SUP OF CORNELL ELEC RING (CESR
1221,ELEMENTARY PARTICLE ACCEL USER
8054,Inters Biol and Math and Phys
4183,
8058,Science Across Virtual Instits
4184,
1229,PHYSICS, US/USSR ACTIVIT
1228,MINORITY INVOLVEMENT -- BIO
H105,
8293,Hurricane Sandy
8292,DMREF
4067,RESOURCES
4344,
4343,
2882,CISE CHALLENGES
2883,INFORMATION TECHNOLOGY WORKFORE
2880,SOFTWARE ENGINEERING AND LANGU
2881,CISE/EHR/ENG/MPS COLLAB RSCH ON LEAR TEC
2886,MINORITY INSTITUTIONS PROGRAM
2887,SMALL SCALE PROGRAM
2884,NEXT GENERATION SOFTWARE PROGR
2885,CISE RESEARCH INFRASTRUCTURE
7492,CCLI-Type 2 (Expansion)
7493,CCLI-Type 3 (Comprehensive)
2888,EDUCATIONAL INFRASTRUCTURE
7491,Cultiv Cultures 4 Ethical STEM
7496,COLLABORATIVE SYSTEMS
7497,SRI LANKA
7494,CCLI-Type 1 (Exploratory)
7495,ROBUST INTELLIGENCE
4064,LOCAL ACCESS
8611,Energy Efficiency and End Use
8610,
045F,NRAO
Z523,
2317,
W159,
S002,
4065,SOFTWARE
7717,INTEGRATIVE INTELLIGENCE
L583,
L582,
MX21,
MX23,
8246,GEMINI TELESCOPES-OPERATIONS
EGCH,ENVIRONMENT AND GLOBAL CHANGE
7566,PIRE
7567,SOC STUDIES OF SCI, ENG & TECH
7564,COMMS, CIRCUITS & SENS SYS
7565,OPUS
7562,DOMINICAN REPUBLIC
7563,ECUADOR
6404,
7561,CANADA
7568,ADVANCE-PAID
KX51,
7764,EMERGING TOPICS
7765,INNOV INSTIT INTEGRAT-MSP
122E,CENTERS: OTHER INDUSTRY-UNIV
7767,INNOV INSTIT INTEGRAT-CREST
7760,MSP-START PARTNERSHIPS
7761,MSP-PHASE II PARTNERSHIPS
7762,IREC
3194,
3906,
031E,MECHATRONICS
3908,
3062,
6742,POLAND
5620,ENVIRONMENTAL FORECASTING
9272,EARTHQUAKES-ENGINEERING
5954,YUGOSLAVIA
2742,
3061,
4168,
022E,SOLID MECHANICS
022F,EXPER FACIL CNCPT/DEV PHASE
Z510,
3475,
Y810,
NONE,INFRASTRUCTURE FOR SBS COMP (NSF-99-32)
7180,EDUCATIONAL RESEARCH INITIATIV
M143,
040F,NEON - CONSTRUCTION
7181,CENTERS FOR LEARNING & TEACHIN
K162,
7182,MINORITY POSTDOC RSRCHFLLW-EXT
9274,OCEAN ENGINEERING & TECHNOLOGY
2238,
079E,VISUALIZATION & VIRTUAL DESIGN
7184,MINORITY POSTDOC RSRCH STARTER
2233,
2236,
5937,SWEDEN
5936,GERMANY (F.R.G.)
5935,FINLAND
5934,SOUTH PACIFIC ISLANDS
5933,US-POLAND MARIE CURRIE JNT FND
5932,NATO INSTITUTE TRAVEL
5931,INTERNATIONAL INFO & ANALYSIS
5930,U.S.-CZECHOSLOVAKIA PROGRAM
lx11,
7187,MICROBIAL GENOME SEQUENCING
3301,
5939,US/USSR ACTIVITIES
8426,POLAND
7363,RES IN NETWORKING TECH & SYS
K515,
7810,
3499,
3497,
3492,
3493,
2094,
8425,
2093,
4577,
1300,BBS-RESERVE
9276,PRES YOUNG INV BLUE RIB PAN EX
2525,
2527,
2526,
2521,
3065,
2529,
2528,
Y030,
4492,
4889,
2709,
2708,
2704,
2707,
2706,
2700,
2702,
7962,ENV., SOCIETY AND THE ECONOMY
7963,ITR-CDI
7960,EEC Innovation Awards
7961,NSEC Fellowship
7966,GSS
7967,EDUCATION AND WORKFORCE
9179,GRADUATE INVOLVEMENT
9178,UNDERGRADUATE EDUCATION
9177,ELEMENTARY/SECONDARY EDUCATION
9176,COMPUT APPROACH TO REAL MATRLS
7968,Dimensions of Biodiversity
7969,FY 2010 Funding for PTR
9172,STC PLANNING GRANTS
9171,SCIENCE AND TECHNOLOGY CENTERS
9170,NSF PLANNING & EVALUATION
1829,
1828,
1827,
1826,
4400,CERRO TOLOLO INTER-AMERICAN OB
9573,
013E,MULTI-SCALE MODELING
2412,
2414,
2141,
2419,
2418,
6257,
4973,
053F,NOAO -OPERATIONS & MAINTENANCE
3950,
5394,PRGM SUPPLEMENT
V391,
V465,
1920,RESEARCH/TESTBEDS
1922,CONNECTIONS
5572,SERVICE DELIVERY TECH & SYSTMS
3270,
3271,
1126,LONG-TERM ECOLOGICAL RES (LTER
172E,Geomechanics
8547,
7368,SCI TESTBEDS
7369,INTERNATIONAL RES NET CONNECT
8888,LEARNING & INTELLIGENT SYSTEMS
8889,COLLABORATIVE RESEARCH ON LEARNING TECH
3472,
I318,
7360,STATEWIDE SYSTEMIC INITIATIVES
7361,EDUCATION AND WORKFORCE
7362,NETWORK SYSTEMS
8887,ICASS
7364,INFO INTEGRATION & INFORMATICS
7365,EDUCATIONAL SYSTEM REFORM
7366,RURAL SYSTEMIC INITIATIVE PROG
7367,Cyber-Human Systems
X277,
043F,GEMINI
3199,
7022,CAUSE, 2-YR INSTITUTIONS
7021,CAUSE, 4-YR INSTITUTIONS
9000,BPEC
H369,
3310,
3313,
3312,
3315,
3314,
3317,
7453,GRAPHICS & VISUALIZATION
084F,Partnrshp Planning Solicitatn
1728,PROG FOR WOMEN AND UNDERREPRESENT GROUPS
1729,K-12, UG, GRAD AND POSTDOCTORAL
1726,SCIENCE OF LEARNING CENTERS
5247,POST DOC/TRAVEL
1725,NAT'L FACILITIES & INSTRUMNTAT
5241,INFORMATION SVCS (ARCTIC RES)
5240,INFORMAT & ADVIS SVC(ARCTIC RE
1720,SOLID-STATE CHEMSTRY & POLYMRS
T549,
5318,CIVIL & ENVIRON ENGIN APPL-RES
T545,
145E,Water sustainability
110E,EDUCATION RESEARCH
7930,SPECIAL PROJECTS
7281,QUATM INFO & REVOLUTIONARY COM
CL10,Career-Life Balance Supports
7799,ACI FELLOWS
7798,SOFTWARE & HARDWARE FOUNDATION
7280,GEOBIOLOGY
7791,ULAFOS SPECIAL PROGRAMS
7790,LARS SPECIAL PROGRAMS
7793,DATA-INTENSIVE COMPUTING
7792,AMER COMPETITIVENESS FELLOWS
7795,TRUSTWORTHY COMPUTING
7794,NETWORK SCIENCE & ENGINEERING
7797,COMM & INFORMATION FOUNDATIONS
7796,ALGORITHMIC FOUNDATIONS
7694,UNDERGROUND R&D
1588,IMPLEMENTATION DEV PROJ FOR WOMEN
1589,FOCUSED RESEARCH GROUPS
7937,NETWORK CODING AND INFO THEORY
7159,GRADUATE FELLOWSHIPS - FY-89
7158,GRADUATE FELLOWSHIPS - FY-88
1582,MODEL INST OF EXCELL NON-RESER
1583,ACTIVE TECTONICS
1580,INSTRUMENTATION & FACILITIES
1581,CONTINENTAL DYNAMICS PROGRAM
1586,HIGH PER COMPUTING AND COMMUNI
7696,ENVIRONMENT, HEALTH & SAFETY
1584,ENVIRO GEOCHEM AND BIOGEOCHEM
1585,STUDIES OF THE EARTHS DEEP INT
T434,
1038,ASSESSMENT TECHNOLOGIES
1039,RENEWAL ENGINEERING
7938,SENSOR NETWORKS
1032,ADVANCED TECHNOLOGY EDUCATION
1033,MOLECULAR EVOLUTION POSTDOCS
1031,STUDIES OF THE EARTH'S DEEP INTERIOR
1036,BIO MINORITY POSTDOC RESEARCH FELLOW PGM
7289,COLLABORATIVE RESEARCH RESOURCES
1035,MICROWAVE PROPOSALS
1212,RADIO ASTRONOMY
1213,NSF
1210,ASTRONOMICAL SCIE-OTHER-RESERV
1211,UNIV RADIO FACILITIES PROGRAM
1216,GALACTIC ASTRONOMY PROGRAM
1217,EXTRAGALACTIC ASTRON & COSMOLO
1214,PLANETARY ASTRONOMY
8069,CDS&E-MSS
1218,ADVANCED TECHNOLOGIES & INSTRM
1219,SPECIAL PROGRAMS IN ASTRONOMY
8062,SCH Type II: INT
8060,Secure &Trustworthy Cyberspace
103E,Energy efficient electronics
7485,DATA MANAGEMENT SYSTEMS
7484,IIS SPECIAL PROJECTS
7487,BROADENING PARTICIPATION
7486,INFORMATION PRIVACY & SECURITY
GLCH,GLOBAL CHANGE
7480,ARCHIVAL DATA ANALYSIS
7483,PHYSICS OF THE UNIVERSE
7482,BROADENING PARTIC IN COMPUTING
5656,
4373,
8266,OCEAN MARGINS STUDIES
7489,NSF-HUD PATH PROGRAM
7488,MATERIALS WORLD NETWORK
5650,GENERAL SUPPORT
J243,
2891,WORKSTATION MATCHING AWARDS
2890,CISE RESEARCH RESOURCES
1106,LIVING STOCK COLLECTIONS
1107,COMPUTATIONAL BIOLOGY ACTIVITI
1104,FIELD STATIONS
1457,COMPUTER ENGINEERING (OTHER)
1450,ENG SCIE IN ELEC,COMMU & SYSTS
1103,TECHNIQUE DEVELOPMENT
1452,POWER SYSTEMS
1101,RESEARCH RESOURCES
1458,NATIONAL NANOFABRICATION FACIL
1459,COMMUNICATIONS SYSTEMS
1108,INSTRUMENTAT & INSTRUMENT DEVP
1109,STUDIES IN SCIE,TECH AND SOCIE
4080,ADVANCED COMP RESEARCH PROGRAM
4081,SOFTWARE
4082,EXPERI ADVANC SCIEN COMP SYSTS
041P,WATERMAN AWARD
4088,HIGH PERF NETWK CONNECT-SCIENG
4089,NETWORK CENTRIC MIDDLEWARE SVC
3861,
W166,
I468,
1723,CENTERS FOR RESEARCH IN LEARNING TECHNOL
5300,BIOLOGICAL BASIS OF BEHAVIOR
8601,Reimb Covered by NSF Funds
Z031,
041E,HAZARD AND DISASTER REDUCTION
8400,DMREF
8406,
7571,DEEP EARTH PROCESSES SECTION
7570,SURFACE EARTH PROCESS SECTION
7573,BIO-RELATED MATERIALS RESEARCH
7575,INTERNAT. BIOLOGICAL DIVERSITY
7574,CYBER INFRA FOR MATERIALS RES
7577,PLANT GENOME RESEARCH RESOURCE
7579,Broadening Participation (BP)
7578,CS 10K
5720,OCEAN DRILLING PROGRAM
KX46,
7775,DEVELOP IN SCIENCE EDUCATION
7774,INNOV INSTIT INTEGRAT-ITEST
7773,Econ&Social Res Council(ESRC)
7772,NSF/NIE COLLABORATIVE PRG
7771,2-YR COLLEGE ASSESSMENT
7770,RESRCH IN SCIENCE EDUCATION
3917,
3910,
7156,GRADUATE FELLOWSHIPS - FY-86
2470,
V744,
8084,CDS&E
8085,Systems Science (SYS)
8086,Natl Robotics Initiative (NRI)
8087,Frontiers in SaTC
8080,Campus Cyberinfrastrc (CC-NIE)
8081,Failure Resistant Systems(FRS)
8082,CISE-MPS QIS Faculty Program
8083,Big Data Science &Engineering
6861,HBCU-P TIP
0418,
8088,SEES Coastal
8089,Space Weather Research
5839,
L644,
S057,
3071,
S051,
3072,
012P,IT INFRASTRUCTURE LoB
6644,
5902,SCIENTIFIC COOP WITH ASIA
8211,CyberSEES
012E,Industrial Ecology
W342,
5904,COSTA RICA
5905,ISRAEL
0300,
030F,LIGO -OPERATIONS & MAINTENANCE
030E,CONTROL SYSTEMS
3486,
4562,
4567,
WATR,WATER AND WATERSHEDS
030P,CERT & ACCRED OF IT SECURITY
2552,
2558,
8540,
2394,
7653,EXPLOSIVES & RLTD THREATS EXP
2393,
2391,
023F,GENI PROJECT
023E,STRUCTURE OF MATERIALS
5010,GEO - SPECIAL PROJECTS
5015,GENERAL SUPPORT OF OCEAN SCIEN
4896,
2802,TRUSTED COMPUTING
9148,TOOLS & TECHNOL FOR MANUFACTURING DESIGN
9149,SUPPORT SYS & EDUC FOR ADV MANUFACTURING
7979,CRI Unpooled
7978,Global Systems Science
OSIE,MULTID RSCH IN OPTI SCI & ENGI
9143,DIRECTOR'S PROJECTS
7977,CR-Water Sustainability & Clim
7976,EARS
9146,MANUFACTURING BASE RESEARCH
9147,GENERIC TECHNOL FOR MANUFACTURING CELLS
7972,Transforming Undergrad Bio Ed
7213,STC Class of 2002
4413,
1855,
2471,
2174,
5280,ARCTIC NATURAL SCIENCES
008F,EARTHSCOPE - CONSTRUCTION
2605,
2607,
J107,
V471,
J108,
4083,POST DOC RESRCH ASSOC COMP S&E
k564,
1933,SYNTHETIC ORGANIC CHEMISTRY
1932,SYNTHETIC INORGANIC & ORGANOME
1931,NATURAL PRODUCTS CHEMISTRY
1930,CHEMICAL SYNTHESIS & ANALYSIS
3265,
1936,CHEMICAL ANALYSIS
1935,REGIONAL INSTRUMENTATION FACIL
1934,SYNTHETIC ORGANIC & NAT PRODUC
3368,
1939,CHEM, U.S./U.S.S.R. ACTIV
1938,CHEMICAL INSTRUMENTATION
5120,MIN & MARINE RESORCES RES
5121,BIOLOGY (RESOURCES)
5122,EARTH SCIENCES (RESOURCES)
7944,SOFTWARE ENG & FORMAL METHODS
1659,HIGH END COMPUTING
7378,EVOLUTIONARY GENETICS
3461,
7237,NANO NON-SOLIC SCI & ENG AWD
7373,ITR-INFORMATION INTEGRATION
7372,ITR-SCIENCE OF DESIGN
7371,CYBER TRUST
7370,OPPORTUNITY FUND WORKSHOPS
7377,EVOLUTIONARY ECOLOGY
7234,SENSORS NON-SOLICITATION RESEA
7375,REVISIONARY SYSTEMATICS
7374,Systematics & Biodiversity Sci
7157,GRADUATE FELLOWSHIPS - FY-87
9192,EXPER COMPUTER SCIENCE POSTDOC
3897,DEP OF ENERGY REIMB SUPP AGREE
3365,
7940,MINORITY GRADUATE CENTERS
7155,GRADUATE FELLOWSHIPS-F.Y.85
7233,RES EXPERIENCE FOR TEACHERS(RET)-SUPPLEM
T930,
135P,NAS Study on Rsrch Univers
9197,ENVIRONMENTAL TECHNOLOGY
V276,
5308,TECHNICAL INNOVATION PROJECTS
7231,CYBERINFRASTRUCTURE
7152,GRADUATE FELLOWSHIPS FY82
102E,Quantum/high perform algorithm
H398,
7151,GRADUATE FELLOWSHIPS-FY81
V071,
9213,BRHR-INFRASTRUCTURE
H397,
H390,
H391,
H392,
7011,RESEARCH & PROB ASSESSMEN
1739,ADVANCE - LEADERSHIP
1738,ADVANCE - INSTITUTIONAL TRANSF
X306,
1731,GRAD TEACHING FELLOW IN K-12ED
9216,ADVANCED SOFTWARE TECH & ALGOR
1733,GEOSCIENCE EDUCATION
1735,MATERIALS RSCH SCI & ENG CENT
1734,NSF - EC Cooperation in Materials Res
1737,NATIONAL FACILITIES & INSTRUM
1736,MATERIALS CENTERS & EDUCATION
V203,
V381,
V380,
T200,
6909,
8268,CGP FUND, PROGRAM EXPENSES
121E,GRAD-K
1595,LARGE SCIENTIFIC & SOFTWARE DATA SET VIS
1594,HIST BLACK COLLEGES AND UNIV
6884,Chemical Catalysis
6885,Macromolec/Supramolec/Nano
1591,STTR PHASE II
6883,Chemistry of Life Processes
6880,Chemical Measurement & Imaging
6881,Theory, Models, Comput. Method
3079,
2956,
2957,
1599,HIGH-PERFORM INSTR AIR PLAT FO
V560,
2952,
5345,BIOMEDICAL ENGINEERING
5346,BIOENGINEERING IN THE ENVIRONM
7169,MINORITY GRAD FELLOWSHIPS FY89
5341,ALTERNATIVE BIOLOGICAL RESOURC
5342,Gen & Age Rel Disabilities Eng
1022,OFFICE OF MULTIDISCIP ACT-RESEARCH
7162,MINORITY GRAD FELLOWSFY82
7163,MINOR RES GRAD FELLOWS 83
7160,GRADUATE FELLOWSHIPS-FY-90
7161,MINORITY GRAD FELLOWSHIPS-FY81
7166,MINORITY GRAD FELLOWSHIPS FY86
7167,MINORITY GRAD FELLOWSHIPS-FY87
7164,MINORITY GRAD FELLS-FY-84
1037,DETERIORATION SCIENCE
M636,
Z097,
T285,
T119,
8078,INSPIRE
Z944,
4361,
1208,SENSOR INITIATIVE
4363,
4362,
1205,LABORATORY ASTROPHYSICS
8070,P2C2 Proposals
1207,OBSERVATIONAL ASTRONOMY
1206,THEORETICAL & COMPUTATIONAL ASTROPHYSICS
8075,SciSIP Infrastructure
8074,EarthCube
1203,EXPERIM PROJECTS FOR PERSONS WITH DISABI
8076,GeoPRISMS
3070,
8277,TAIWAN ROCKET (NCAR)
5640,LIVING RESOURCES
5642,
5645,
8271,LONG TERM VISITORS
8270,JAPAN-U.S. FELLOWSHIPS PROG-RE
3108,
8068,Data Infrastructure
1215,STELLAR ASTRONOMY & ASTROPHYSC
3100,ENERGY CONTINENTAL DRILLING
3101,
3102,
1111,DEVELOPMENTAL SYSTEMS CLUSTER
1446,MATERIALS
1113,PLANT SCIENCE INITIATIVE
1444,SURFACE ENGINEERING
1115,RESEARCH TRAINING
8676,Critical Elements
1441,MECHANICS
1116,EUKARYOTIC GENETICS
1119,ANIMAL DEVELOPMENTAL MECHANSMS
1118,PLANT FUNGAL & MICROB DEV MECH
1448,GEOTECHNICAL I
4093,CS NET
4092,COLLABORATIVE ACTIVITIES
144E,Synthetic biology
4090,ADVANCED NET INFRA & RSCH
4097,NETWORKING RESEARCH
4096,COMMUNICATIONS RESEARCH
4095,SPECIAL PROJECTS IN NET RESEAR
I417,
8109,ArcSEES
2005,
5730,GLOBAL ATMOSPHERIC RESEARCH
5733,POLICY RESEARCH AND ANALYSIS
8061,SCH Type I: EXP
2581,
7584,ITR-BROADENING PARTICIPATION
6523,
7582,HURRICANE KATRINA
7583,ITR-HECURA
7742,PIRE
V790,
7741,BROAD PARTIC IN ENG (BRIGE)
7746,NETWORKING AT THE EDGES (NEDG)
7747,NETWORK ECOSYSTEMS (NECO)
7744,RAHSS
7745,SCIENCE FOR CITIZENS
120E,TRAINEESHIPS
5551,SOLAR ENERGY
7748,AWARE NETWORKING (ANET)
1230,INTERMEDIATE ENERGY NUCLAR PHY
1803,
X827,
2580,
2302,
068P,INTERNSHIPS PROGRAM
033F,NEON
033E,Smart and responsive structures
8303,INDIA
114E,CENTERS: OTHER RESEARCH CENTERS
4370,
068E,DESIGN THEORY
8093,European Open Research Area
8092,Materials Eng. & Processing
8091,SBIR Outreach & Tech. Assist
8090,CIF21-IGERT
4144,NASA
4374,
S045,
042P,WATERMAN AWD. ADMIN.
5960,INTL COOP ENERGY PROGRAMS
042F,NAIC-OPERATIONS & MAINTENANCE
093E,System fab/packaging & assembly
093F,ReStar
042E,HAZARD AND DISASTER RESPONSE
7469,ITR-HEC
1567,MANTLE GEOCH,SPEC PROJECT
T701,
042p,
6650,INFORMATION SCIENCE
Y580,
W352,
5919,INDIA (COOPERATIVE SCIENCE)
5918,FRANCE
5915,EASTERN EUROPE, OTHER
5914,WESTERN EUROPE, OTHER
5917,ROMANIA
5916,HUNGARY
5911,ARGENTINA
5910,COOPERATIVE SCIENCE PROGRAM
5913,BRAZIL
5912,AUSTRALIA
0119,
6385,
6387,
6386,
4556,
4553,
1454,SYSTEMS THEORY
500P,Women in Science
1455,QUANT ELECTRON,PLASMA& ELECTRO
K563,
K561,
1456,SOLID-STATE&MICROSTRUCTURE RES
K564,
K565,
2383,
0750,
2384,
0104,
2389,
1102,BIOLOGICAL FACILITIES
1451,AUTO, INSTRUMENT & SENSING SYS
9155,ACADEMIC RESEARCH INFRASTRUCTU
075E,QUALITY & MAINTENANCE SYSTEMS
9157,ACADEMIC RESEARCH INSTRUMENTAT
9156,ENVIRONMENTAL CHEMISTRY
9151,EPSCOR OUTREACH
9150,EXP PROG TO STIM COMP RES
9153,ENVIRON CONSCIOUS DESIGN AND MANUFACTURI
9152,EDUCATION PROGRAM EVALUATION
3588,
1453,COMMU SYSTEMS & SIGNAL PROCESS
9159,DDF - DISTRIBUTED DESIGN AND FABRICATION
7300,TEACHER ENHANCEMENT PROGRAM
7908,Teaching & Mstr Tchng Fellows
7909,BIOSENSING
075P,QEM WKSHP (CAREER)
I241,
7901,DMSS
7902,PSCE
7903,EHCS
7904,UBM
7905,MPS SUST ENERGY SCI
7906,PRISM
7907,NSCC
011P,HRLoB
1848,
J218,
1843,
7305,BE-UF: WATER CYCLE
1847,
125P,ASSESSMENT OF STC PROGRAM
3677,
1942,UNIMOLECULAR PROCESSES
011E,Nano environmental health & safety
9551,NIH REIMB SUPPORT AGREEMENT
V865,
1940,ORGANIC DYNAMICS
6078,
2617,
2615,
7309,IMR-MIP, DMR
9735,
1946,ORGANIC SYNTHESIS
9280,HIGH TEMP SUPERCONDUCTIV INITI
7346,LEADERSHIP ACTIVS FOR PRECOLLE
7347,URBAN SYSTEMIC PROGRAM
7344,NATIONAL NANOTECH INFRASTRUCTURE NETWORK
7345,PRES AWARDS FOR EXCEL IN SCIEN
7342,UGANDA
9283,MINORITY POSTDOCT. FELLOWSHIPS
7340,RESOURCE PERSONNEL WKSPS
7341,OMAN
3294,
